pl_name,hostname,discoverymethod,disc_facility,tran_flag,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rade_reflink,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_bmasse_reflink,st_teff,st_rad,st_mass,st_lum,sy_dist
Kepler-595 c,Kepler-595,Transit,Kepler,1,50.23,9.45,-11.45,0,1.009,0.024,-0.024,0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,3.3,1.7,-1.0,0,Mass,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,5138.5,0.821,0.93,-0.34768,643.009
Kepler-595 b,Kepler-595,Transit,Kepler,1,17.382,0.628,-0.606,0,3.708,0.01,-0.01,0,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,17.4,7.1,-3.8,0,Mass,<a refstr=YOFFE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...908..114Y/abstract target=ref>Yoffe et al. 2021</a>,5138.5,0.821,0.93,-0.34768,643.009
OGLE-TR-211 b,OGLE-TR-211,Transit,OGLE,1,710.2804,119.7009,-119.7009,0,15.244,2.018,-1.009,0,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,327.351,63.563,-63.563,0,Mass,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,6325.0,1.64,1.33,0.26657,1515.26
Lupus-TR-3 b,Lupus-TR-3,Transit,Multiple Observatories,1,15.9599,,,0,9.976,0.785,-0.785,0,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,257.431,57.207,-57.207,0,Mass,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,5000.0,0.82,0.87,-1.46393,773.409
WASP-21 b,WASP-21,Transit,SuperWASP,1,705.0438,,,0,11.99,0.56,-0.56,0,<a refstr=BOUCHY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1006.2605B/abstract target=ref> Bouchy et al. 2010 </a>,95.345,3.496,-3.496,0,Mass,<a refstr=BOUCHY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1006.2605B/abstract target=ref> Bouchy et al. 2010 </a>,5800.0,1.06,1.01,0.30426,258.426
CoRoT-10 b,CoRoT-10,Transit,CoRoT,1,16.1089,,,0,10.87,0.78,-0.78,0,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,874.0,50.85,-50.85,0,Mass,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,5075.0,0.79,0.89,-0.72608,338.386
CoRoT-12 b,CoRoT-12,Transit,CoRoT,1,661.1334,,,0,16.14,1.46,-1.46,0,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,291.438,22.247,-20.658,0,Mass,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,5675.0,1.116,1.078,0.07,1126.37
CoRoT-13 b,CoRoT-13,Transit,CoRoT,1,546.5339,,,0,9.92,0.157,-0.157,0,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,415.704,20.976,-20.976,0,Mass,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,5945.0,1.01,1.09,0.07314,1148.93
CoRoT-3 b,CoRoT-3,Transit,CoRoT,1,735.4472,66.8311,-66.8311,0,11.32,0.78,-0.78,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,6883.91,317.8,-317.8,0,Mass,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,6740.0,1.56,1.37,0.39086,768.771
Kepler-4 b,Kepler-4,Transit,Kepler,1,1245.431,40.095,-38.682,0,4.002,0.213,-0.213,0,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,24.472,3.814,-3.814,0,Mass,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,5857.0,1.487,1.223,0.354,487.916
TOI-907.01,TOI-907,Transit,Transiting Exoplanet Survey Satellite (TESS),1,1729.6714,,,0,9.6158851,0.6116279,-0.6116279,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,67.0,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6272.0,2.059789,1.069357,0.75862,312.529
WASP-31 b,WASP-31,Transit,SuperWASP,1,970.9417,,,0,17.363,0.56,-0.56,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,151.916,9.217,-9.217,0,Mass,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,6302.0,1.252,1.163,0.33572,383.829
WASP-37 b,WASP-37,Transit,SuperWASP,1,545.3338,,,0,13.002,0.785,-0.673,0,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,572.07,54.029,-54.029,0,Mass,<a refstr=SIMPSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3096S/abstract target=ref> Simpson et al. 2010 </a>,5800.0,1.003,0.925,-0.021,392.791
Kepler-9 d,Kepler-9,Transit,Kepler,1,1339.658,39.838,-38.571,0,1.64,0.19,-0.14,0,<a refstr=TORRES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727...24T/abstract target=ref> Torres et al. 2011 </a>,8.41466053,4.18940522,-4.18940522,0,Msini,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,5777.0,1.02,1.07,-0.038,628.257
Kepler-1737 b,Kepler-1737,Transit,Kepler,1,5.09,1.94,-1.53,0,5.395,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,25.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5043.0,0.881,0.834,-0.344,
K2-269 b,K2-269,Transit,K2,1,1041.5274,100.0684,-100.0684,0,1.57,0.12,-0.12,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.09,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6209.0,1.45,1.16,0.46786,360.76
TOI-1249 b,TOI-1249,Transit,Transiting Exoplanet Survey Satellite (TESS),1,48.6058,,,0,3.2710301,0.30687428,-0.18737301,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,11.9,5.2,-5.1,0,Mass,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,5497.0,0.9785,1.0062,-0.10127,139.49
Kepler-106 d,Kepler-106,Transit,Kepler,1,45.357,1.476,-1.425,0,0.95,0.13,-0.13,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,8.1,,,1,Mass,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,5858.0,1.04,1.0,0.08255,444.322
Kepler-1031 b,Kepler-1031,Transit,Kepler,1,3973.86,1715.86,-1666.2,0,0.87,0.21,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.59,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6011.0,1.12,1.09,0.17,682.882
Kepler-948 b,Kepler-948,Transit,Kepler,1,126.203,6.174,-5.844,0,1.85,0.32,-0.41,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.08,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5679.0,0.94,0.96,-0.10938,868.017
WASP-61 b,WASP-61,Transit,SuperWASP,1,1062.0298,,,0,15.80469,2.46598,-2.46598,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,851.7844,266.9772,-266.9772,0,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6250.0,1.55,1.82,0.42541,488.66
WASP-123 b,WASP-123,Transit,SuperWASP,1,758.324,,,0,15.13212395,0.56044903,-0.56044903,0,<a refstr=ALEXOUDI_2022 href=https://ui.adsabs.harvard.edu/abs/2022AN....34324012A/abstract target=ref>Alexoudi 2022</a>,285.72917,11.44188,-11.44188,0,Mass,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,5740.0,1.285,1.166,0.16234,197.996
Kepler-1882 b,Kepler-1882,Transit,Kepler,1,122.1,9.0,-9.0,0,1.48674404,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.81,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5691.0,1.458,1.068,0.23674,443.371
KOI-984 b,KOI-984,Transit,Kepler,1,186.31,56.73,-28.39,0,4.3,0.05,-0.05,0,<a refstr=SUN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512.4604S/abstract target=ref>Sun et al. 2022</a>,17.1,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5295.0,0.818,0.928,-0.324,252.667
Kepler-1573 b,Kepler-1573,Transit,Kepler,1,1343.114,128.179,-115.204,0,1.2,0.23,-0.11,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.87,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5808.0,1.0,1.01,0.16867,1455.36
Kepler-802 b,Kepler-802,Transit,Kepler,1,13.508,0.561,-0.535,0,3.54,0.47,-0.4,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.3,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5507.0,0.9,0.93,-0.22563,780.585
Kepler-1440 b,Kepler-1440,Transit,Kepler,1,44.728,2.211,-2.098,0,1.26,0.23,-0.14,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.13,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5698.0,0.96,0.98,0.37679,1115.35
WASP-130 b,WASP-130,Transit,SuperWASP-South,1,56.355,,,0,9.97601,0.33627,-0.33627,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,390.9309,12.7132,-12.7132,0,Mass,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5625.0,0.96,1.04,-0.03215,172.256
Kepler-949 b,Kepler-949,Transit,Kepler,1,58.442,1.879,-1.81,0,2.91,0.36,-0.23,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.8,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5403.0,0.86,0.89,-0.44164,486.105
Kepler-1964 b,Kepler-1964,Transit,Kepler,1,223.8,90.83,-59.89,0,1.7810587,,,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.83,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4803.0,0.698,0.752,-0.631,
Wolf 327 b,Wolf 327,Transit,Transiting Exoplanet Survey Satellite (TESS),1,233.9,18.3,-18.3,0,1.24,0.06,-0.06,0,<a refstr=MURGAS_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..83M/abstract target=ref>Murgas et al. 2024</a>,2.53,0.46,-0.46,0,Mass,<a refstr=MURGAS_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..83M/abstract target=ref>Murgas et al. 2024</a>,3542.0,0.406,0.405,-1.62986,28.5321
Kepler-62 f,Kepler-62,Transit,Kepler,1,0.5,0.0,0.0,0,1.41,0.07,-0.07,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,35.0,,,1,Mass,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,4925.0,0.64,0.69,-0.678,300.874
TOI-5789 c,TOI-5789,Transit,Transiting Exoplanet Survey Satellite (TESS),1,8.7194,,,0,2.86,0.18,-0.15,0,<a refstr=BONOMO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.197B/abstract target=ref>Bonomo et al. 2026</a>,5.0,0.5,-0.5,0,Mass,<a refstr=BONOMO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.197B/abstract target=ref>Bonomo et al. 2026</a>,5185.0,0.833,0.821,-0.32883,20.4581
HATS-44 b,HATS-44,Transit,HATSouth,1,306.417,,,0,11.960003,1.401125,-0.795839,0,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,177.9848,34.9613,-34.9613,0,Mass,<a refstr=BRAHM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..112B/abstract target=ref>Brahm et al. 2018</a>,5080.0,0.847,0.86,-0.39794,446.035
Kepler-132 b,Kepler-132,Transit,Kepler,1,284.8,51.1,-51.1,0,1.21,0.24,-0.24,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.92,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,6003.0,1.178,0.929,0.211,349.549
Kepler-49 b,Kepler-49,Transit,Kepler,1,21.481,2.198,-2.017,0,2.579,0.087,-0.086,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,9.77,0.94,-0.95,0,Mass,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,4095.6,0.618,0.607,-1.13077,311.222
Kepler-218 c,Kepler-218,Transit,Kepler,1,16.147,0.462,-0.447,0,3.14,0.26,-0.26,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.0,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5502.0,1.063,1.019,0.00935,656.38
K2-212 b,K2-212,Transit,K2,1,21.964,,,0,2.65,0.2,-0.18,0,<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>,7.51,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4349.0,0.678,0.622,-0.90958,109.218
GJ 806 b,GJ 806,Transit,Transiting Exoplanet Survey Satellite (TESS),1,130.0,6.0,-6.0,0,1.331,0.023,-0.023,0,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,1.9,0.17,-0.17,0,Mass,<a refstr=PALLE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A..80P/abstract target=ref>Palle et al. 2023</a>,3600.0,0.4144,0.413,-1.58528,12.0445
HD 110067 b,HD 110067,Transit,Multiple Observatories,1,69.0579,2.2604,-2.2604,0,2.2,0.03,-0.03,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5.69,1.78,-1.82,0,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
HD 110067 c,HD 110067,Transit,Multiple Observatories,1,40.228,1.3411,-1.3411,0,2.388,0.036,-0.036,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,6.3,,,1,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
HD 110067 d,HD 110067,Transit,Multiple Observatories,1,23.4102,0.7794,-0.7794,0,2.852,0.039,-0.039,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,8.52,3.31,-3.25,0,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
HD 110067 e,HD 110067,Transit,Multiple Observatories,1,13.6296,0.4506,-0.4506,0,1.94,0.04,-0.04,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,3.9,,,1,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
HD 110067 f,HD 110067,Transit,Multiple Observatories,1,9.2821,0.3027,-0.3027,0,2.601,0.042,-0.042,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5.04,1.89,-1.94,0,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
HD 110067 g,HD 110067,Transit,Multiple Observatories,1,6.3216,0.2079,-0.2079,0,2.607,0.052,-0.052,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,8.4,,,1,Mass,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,5266.0,0.788,0.798,-0.36224,32.1585
GJ 341 b,GJ 341,Transit,Transiting Exoplanet Survey Satellite (TESS),1,13.8,5.9,-3.7,0,0.88,0.05,-0.05,0,<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>,4.0,,,1,Mass,<a refstr=DITOMASSO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...979..214D/abstract target=ref>DiTomasso et al. 2025</a>,3770.0,0.5066,0.48,-1.31072,10.454
TOI-6894 b,TOI-6894,Transit,Transiting Exoplanet Survey Satellite (TESS),1,5.54,0.44,-0.44,0,9.5836785,0.24659758,-0.24659758,0,<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>,53.39517238,6.99222495,-6.99222495,0,Mass,<a refstr=BRYANT_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025NatAs...9.1031B/abstract target=ref>Bryant et al. 2025</a>,3007.0,0.2276,0.207,-2.42597,73.8131
IRAS 04125+2902 b,IRAS 04125+2902,Transit,Transiting Exoplanet Survey Satellite (TESS),1,41.4199,,,0,10.73820351,0.86309151,-0.84067355,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>,80.8,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4080.0,1.45,0.7,-0.33161,159.244
HIP 67522 c,HIP 67522,Transit,Transiting Exoplanet Survey Satellite (TESS),1,116.049,10.7834,-10.7834,0,7.93595834,0.3474784,-0.35868738,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,48.3,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,5675.0,1.38,1.22,0.24304,127.28
TOI-2076 e,TOI-2076,Transit,Transiting Exoplanet Survey Satellite (TESS),1,253.1032,7.8159,-7.8159,0,1.301,0.059,-0.059,0,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs..10..818W/abstract target=ref>Wang et al. 2026</a>,4.7,1.5,-1.5,0,Mass,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026NatAs..10..818W/abstract target=ref>Wang et al. 2026</a>,5187.0,0.758,0.849,-0.42285,41.9091
TOI-4336 A c,TOI-4336 A,Transit,Multiple Observatories,1,4.24,0.39,-0.39,0,1.251,0.066,-0.066,0,<a refstr=PARC_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..81P/abstract target=ref>Parc et al. 2026</a>,1.55,0.13,-0.13,0,Mass,<a refstr=PARC_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...708A..81P/abstract target=ref>Parc et al. 2026</a>,3307.0,0.326,0.306,-1.95861,22.5455
TOI-260 b,TOI-260,Transit,Transiting Exoplanet Survey Satellite (TESS),1,10.1838,,,0,1.71,0.08,-0.08,0,<a refstr=HOBSON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.216H/abstract target=ref>Hobson et al. 2024</a>,4.23,1.6,-1.6,0,Mass,<a refstr=HOBSON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.216H/abstract target=ref>Hobson et al. 2024</a>,4026.0,0.607,0.616,-1.05899,20.1852
Kepler-12 b,Kepler-12,Transit,Kepler,1,877.539,27.195,-26.259,0,19.660586,0.347479,-0.403524,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,137.30256,16.84499,-16.20933,0,Mass,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,5947.0,1.483,1.166,0.44933,881.386
KOI-94 b,KOI-94,Transit,Kepler,1,1053.181,29.876,-28.967,0,1.71,0.16,-0.16,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,10.5,4.6,-4.6,0,Mass,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,6182.0,1.52,1.277,0.479,477.052
Kepler-167 d,Kepler-167,Transit,Kepler,1,14.489,0.342,-0.335,0,1.238,0.064,-0.064,0,<a refstr=CHACHAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926...62C/abstract target=ref>Chachan et al. 2022</a>,2.06,,,0,M-R relationship,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,4884.0,0.749,0.777,-0.5391,341.908
Kepler-51 d,Kepler-51,Transit,Kepler,1,2.466,0.122,-0.115,0,9.7,0.5,-0.5,0,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,7.6,1.1,-1.1,0,Mass,<a refstr=MASUDA_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783...53M/abstract target=ref> Masuda 2014 </a>,6018.0,0.94,1.04,-0.1417,783.831
